STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,tra_meas,Traffic and transport measurement,airp_pr,Airport pairs (routes),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,M,Monthly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),NL_EHAM_TR_LTBJ,AMSTERDAM/SCHIPHOL airport - IZMIR/ADNAN MENDERES airport,2017-02,,1611,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,M,Monthly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),NL_EHAM_TR_LTBJ,AMSTERDAM/SCHIPHOL airport - IZMIR/ADNAN MENDERES airport,2017-03,,1905,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,M,Monthly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),NL_EHAM_TR_LTBJ,AMSTERDAM/SCHIPHOL airport - IZMIR/ADNAN MENDERES airport,2017-04,,3103,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,M,Monthly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),NL_EHAM_TR_LTBJ,AMSTERDAM/SCHIPHOL airport - IZMIR/ADNAN MENDERES airport,2017-05,,4726,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,M,Monthly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),NL_EHAM_TR_LTBJ,AMSTERDAM/SCHIPHOL airport - IZMIR/ADNAN MENDERES airport,2017-06,,3653,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,M,Monthly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),NL_EHAM_TR_LTBJ,AMSTERDAM/SCHIPHOL airport - IZMIR/ADNAN MENDERES airport,2017-07,,6182,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,M,Monthly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),NL_EHAM_TR_LTBJ,AMSTERDAM/SCHIPHOL airport - IZMIR/ADNAN MENDERES airport,2017-08,,9742,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,M,Monthly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),NL_EHAM_TR_LTBJ,AMSTERDAM/SCHIPHOL airport - IZMIR/ADNAN MENDERES airport,2017-09,,7492,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,M,Monthly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),NL_EHAM_TR_LTBJ,AMSTERDAM/SCHIPHOL airport - IZMIR/ADNAN MENDERES airport,2017-10,,7362,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,M,Monthly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),NL_EHAM_TR_LTBJ,AMSTERDAM/SCHIPHOL airport - IZMIR/ADNAN MENDERES airport,2017-11,,3106,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,M,Monthly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),NL_EHAM_TR_LTBJ,AMSTERDAM/SCHIPHOL airport - IZMIR/ADNAN MENDERES airport,2017-12,,2772,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,M,Monthly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),NL_EHAM_TR_LTBS,AMSTERDAM/SCHIPHOL airport - MUGLA/DALAMAN airport,2017-04,,808,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,M,Monthly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),NL_EHAM_TR_LTBS,AMSTERDAM/SCHIPHOL airport - MUGLA/DALAMAN airport,2017-05,,5731,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,M,Monthly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),NL_EHAM_TR_LTBS,AMSTERDAM/SCHIPHOL airport - MUGLA/DALAMAN airport,2017-06,,5699,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,M,Monthly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),NL_EHAM_TR_LTBS,AMSTERDAM/SCHIPHOL airport - MUGLA/DALAMAN airport,2017-07,,5284,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,M,Monthly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),NL_EHAM_TR_LTBS,AMSTERDAM/SCHIPHOL airport - MUGLA/DALAMAN airport,2017-08,,7541,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,M,Monthly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),NL_EHAM_TR_LTBS,AMSTERDAM/SCHIPHOL airport - MUGLA/DALAMAN airport,2017-09,,7355,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,M,Monthly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),NL_EHAM_TR_LTBS,AMSTERDAM/SCHIPHOL airport - MUGLA/DALAMAN airport,2017-10,,7223,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,M,Monthly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),NL_EHAM_TR_LTFE,AMSTERDAM/SCHIPHOL airport - MUGLA/MILAS-BODRUM airport,2017-04,,1865,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,M,Monthly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),NL_EHAM_TR_LTFE,AMSTERDAM/SCHIPHOL airport - MUGLA/MILAS-BODRUM airport,2017-05,,5751,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,M,Monthly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),NL_EHAM_TR_LTFE,AMSTERDAM/SCHIPHOL airport - MUGLA/MILAS-BODRUM airport,2017-06,,5400,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,M,Monthly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),NL_EHAM_TR_LTFE,AMSTERDAM/SCHIPHOL airport - MUGLA/MILAS-BODRUM airport,2017-07,,6953,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,M,Monthly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),NL_EHAM_TR_LTFE,AMSTERDAM/SCHIPHOL airport - MUGLA/MILAS-BODRUM airport,2017-08,,10767,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,M,Monthly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),NL_EHAM_TR_LTFE,AMSTERDAM/SCHIPHOL airport - MUGLA/MILAS-BODRUM airport,2017-09,,7993,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,M,Monthly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),NL_EHAM_TR_LTFE,AMSTERDAM/SCHIPHOL airport - MUGLA/MILAS-BODRUM airport,2017-10,,6817,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,M,Monthly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),NL_EHAM_TR_LTFE,AMSTERDAM/SCHIPHOL airport - MUGLA/MILAS-BODRUM airport,2017-11,,186,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,M,Monthly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),NL_EHAM_TR_LTFJ,AMSTERDAM/SCHIPHOL airport - ISTANBUL/SABIHA GOKCEN airport,2017-01,,18427,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,M,Monthly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),NL_EHAM_TR_LTFJ,AMSTERDAM/SCHIPHOL airport - ISTANBUL/SABIHA GOKCEN airport,2017-02,,16431,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,M,Monthly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),NL_EHAM_TR_LTFJ,AMSTERDAM/SCHIPHOL airport - ISTANBUL/SABIHA GOKCEN airport,2017-03,,18812,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,M,Monthly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),NL_EHAM_TR_LTFJ,AMSTERDAM/SCHIPHOL airport - ISTANBUL/SABIHA GOKCEN airport,2017-04,,16118,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,M,Monthly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),NL_EHAM_TR_LTFJ,AMSTERDAM/SCHIPHOL airport - ISTANBUL/SABIHA GOKCEN airport,2017-05,,17513,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,M,Monthly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),NL_EHAM_TR_LTFJ,AMSTERDAM/SCHIPHOL airport - ISTANBUL/SABIHA GOKCEN airport,2017-06,,14639,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,M,Monthly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),NL_EHAM_TR_LTFJ,AMSTERDAM/SCHIPHOL airport - ISTANBUL/SABIHA GOKCEN airport,2017-07,,12467,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,M,Monthly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),NL_EHAM_TR_LTFJ,AMSTERDAM/SCHIPHOL airport - ISTANBUL/SABIHA GOKCEN airport,2017-08,,19272,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,M,Monthly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),NL_EHAM_TR_LTFJ,AMSTERDAM/SCHIPHOL airport - ISTANBUL/SABIHA GOKCEN airport,2017-09,,18338,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,M,Monthly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),NL_EHAM_TR_LTFJ,AMSTERDAM/SCHIPHOL airport - ISTANBUL/SABIHA GOKCEN airport,2017-10,,18839,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,M,Monthly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),NL_EHAM_TR_LTFJ,AMSTERDAM/SCHIPHOL airport - ISTANBUL/SABIHA GOKCEN airport,2017-11,,18712,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,M,Monthly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),NL_EHAM_TR_LTFJ,AMSTERDAM/SCHIPHOL airport - ISTANBUL/SABIHA GOKCEN airport,2017-12,,18468,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,M,Monthly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),NL_EHAM_TW_RCTP,AMSTERDAM/SCHIPHOL airport - TAIBEI CITY/TAIBEI INTL AP airport,2017-01,,9044,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,M,Monthly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),NL_EHAM_TW_RCTP,AMSTERDAM/SCHIPHOL airport - TAIBEI CITY/TAIBEI INTL AP airport,2017-02,,7839,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,M,Monthly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),NL_EHAM_TW_RCTP,AMSTERDAM/SCHIPHOL airport - TAIBEI CITY/TAIBEI INTL AP airport,2017-03,,9092,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,M,Monthly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),NL_EHAM_TW_RCTP,AMSTERDAM/SCHIPHOL airport - TAIBEI CITY/TAIBEI INTL AP airport,2017-04,,8692,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,M,Monthly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),NL_EHAM_TW_RCTP,AMSTERDAM/SCHIPHOL airport - TAIBEI CITY/TAIBEI INTL AP airport,2017-05,,8338,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,M,Monthly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),NL_EHAM_TW_RCTP,AMSTERDAM/SCHIPHOL airport - TAIBEI CITY/TAIBEI INTL AP airport,2017-06,,7859,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,M,Monthly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),NL_EHAM_TW_RCTP,AMSTERDAM/SCHIPHOL airport - TAIBEI CITY/TAIBEI INTL AP airport,2017-07,,7443,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,M,Monthly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),NL_EHAM_TW_RCTP,AMSTERDAM/SCHIPHOL airport - TAIBEI CITY/TAIBEI INTL AP airport,2017-08,,9191,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,M,Monthly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),NL_EHAM_TW_RCTP,AMSTERDAM/SCHIPHOL airport - TAIBEI CITY/TAIBEI INTL AP airport,2017-09,,8629,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,M,Monthly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),NL_EHAM_TW_RCTP,AMSTERDAM/SCHIPHOL airport - TAIBEI CITY/TAIBEI INTL AP airport,2017-10,,7095,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,M,Monthly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),NL_EHAM_TW_RCTP,AMSTERDAM/SCHIPHOL airport - TAIBEI CITY/TAIBEI INTL AP airport,2017-11,,8139,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,M,Monthly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),NL_EHAM_TW_RCTP,AMSTERDAM/SCHIPHOL airport - TAIBEI CITY/TAIBEI INTL AP airport,2017-12,,6897,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,M,Monthly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),NL_EHAM_TZ_HTDA,AMSTERDAM/SCHIPHOL airport - DAR ES SALAAM/JULIUS NYERERE airport,2017-01,,8519,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,M,Monthly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),NL_EHAM_TZ_HTDA,AMSTERDAM/SCHIPHOL airport - DAR ES SALAAM/JULIUS NYERERE airport,2017-02,,8010,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,M,Monthly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),NL_EHAM_TZ_HTDA,AMSTERDAM/SCHIPHOL airport - DAR ES SALAAM/JULIUS NYERERE airport,2017-03,,8270,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,M,Monthly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),NL_EHAM_TZ_HTDA,AMSTERDAM/SCHIPHOL airport - DAR ES SALAAM/JULIUS NYERERE airport,2017-04,,5190,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,M,Monthly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),NL_EHAM_TZ_HTDA,AMSTERDAM/SCHIPHOL airport - DAR ES SALAAM/JULIUS NYERERE airport,2017-05,,4746,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,M,Monthly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),NL_EHAM_TZ_HTDA,AMSTERDAM/SCHIPHOL airport - DAR ES SALAAM/JULIUS NYERERE airport,2017-06,,8053,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,M,Monthly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),NL_EHAM_TZ_HTDA,AMSTERDAM/SCHIPHOL airport - DAR ES SALAAM/JULIUS NYERERE airport,2017-07,,10117,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,M,Monthly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),NL_EHAM_TZ_HTDA,AMSTERDAM/SCHIPHOL airport - DAR ES SALAAM/JULIUS NYERERE airport,2017-08,,10970,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,M,Monthly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),NL_EHAM_TZ_HTDA,AMSTERDAM/SCHIPHOL airport - DAR ES SALAAM/JULIUS NYERERE airport,2017-09,,9779,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,M,Monthly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),NL_EHAM_TZ_HTDA,AMSTERDAM/SCHIPHOL airport - DAR ES SALAAM/JULIUS NYERERE airport,2017-10,,9983,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,M,Monthly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),NL_EHAM_TZ_HTDA,AMSTERDAM/SCHIPHOL airport - DAR ES SALAAM/JULIUS NYERERE airport,2017-11,,8608,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,M,Monthly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),NL_EHAM_TZ_HTDA,AMSTERDAM/SCHIPHOL airport - DAR ES SALAAM/JULIUS NYERERE airport,2017-12,,8055,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,M,Monthly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),NL_EHAM_UA_UKBB,AMSTERDAM/SCHIPHOL airport - KYIV/BORYSPIL airport,2017-01,,16118,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,M,Monthly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),NL_EHAM_UA_UKBB,AMSTERDAM/SCHIPHOL airport - KYIV/BORYSPIL airport,2017-02,,11730,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,M,Monthly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),NL_EHAM_UA_UKBB,AMSTERDAM/SCHIPHOL airport - KYIV/BORYSPIL airport,2017-03,,14546,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,M,Monthly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),NL_EHAM_UA_UKBB,AMSTERDAM/SCHIPHOL airport - KYIV/BORYSPIL airport,2017-04,,16024,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,M,Monthly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),NL_EHAM_UA_UKBB,AMSTERDAM/SCHIPHOL airport - KYIV/BORYSPIL airport,2017-05,,17240,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,M,Monthly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),NL_EHAM_UA_UKBB,AMSTERDAM/SCHIPHOL airport - KYIV/BORYSPIL airport,2017-06,,17455,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,M,Monthly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),NL_EHAM_UA_UKBB,AMSTERDAM/SCHIPHOL airport - KYIV/BORYSPIL airport,2017-07,,16947,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,M,Monthly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),NL_EHAM_UA_UKBB,AMSTERDAM/SCHIPHOL airport - KYIV/BORYSPIL airport,2017-08,,20174,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,M,Monthly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),NL_EHAM_UA_UKBB,AMSTERDAM/SCHIPHOL airport - KYIV/BORYSPIL airport,2017-09,,17910,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,M,Monthly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),NL_EHAM_UA_UKBB,AMSTERDAM/SCHIPHOL airport - KYIV/BORYSPIL airport,2017-10,,17234,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,M,Monthly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),NL_EHAM_UA_UKBB,AMSTERDAM/SCHIPHOL airport - KYIV/BORYSPIL airport,2017-11,,15163,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,M,Monthly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),NL_EHAM_UA_UKBB,AMSTERDAM/SCHIPHOL airport - KYIV/BORYSPIL airport,2017-12,,14004,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,M,Monthly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),NL_EHAM_UK_EGAA,AMSTERDAM/SCHIPHOL airport - BELFAST/ALDERGROVE airport,2017-01,,3821,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,M,Monthly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),NL_EHAM_UK_EGAA,AMSTERDAM/SCHIPHOL airport - BELFAST/ALDERGROVE airport,2017-02,,3990,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,M,Monthly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),NL_EHAM_UK_EGAA,AMSTERDAM/SCHIPHOL airport - BELFAST/ALDERGROVE airport,2017-03,,4872,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,M,Monthly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),NL_EHAM_UK_EGAA,AMSTERDAM/SCHIPHOL airport - BELFAST/ALDERGROVE airport,2017-04,,5873,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,M,Monthly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),NL_EHAM_UK_EGAA,AMSTERDAM/SCHIPHOL airport - BELFAST/ALDERGROVE airport,2017-05,,5828,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,M,Monthly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),NL_EHAM_UK_EGAA,AMSTERDAM/SCHIPHOL airport - BELFAST/ALDERGROVE airport,2017-06,,6517,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,M,Monthly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),NL_EHAM_UK_EGAA,AMSTERDAM/SCHIPHOL airport - BELFAST/ALDERGROVE airport,2017-07,,5986,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,M,Monthly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),NL_EHAM_UK_EGAA,AMSTERDAM/SCHIPHOL airport - BELFAST/ALDERGROVE airport,2017-08,,5793,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,M,Monthly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),NL_EHAM_UK_EGAA,AMSTERDAM/SCHIPHOL airport - BELFAST/ALDERGROVE airport,2017-09,,5361,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,M,Monthly,PAS,Passenger,PAS_BRD_ARR,Passengers on board (arrivals),NL_EHAM_UK_EGAA,AMSTERDAM/SCHIPHOL airport - BELFAST/ALDERGROVE airport,2017-10,,5765,,,,,
