STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,tra_meas,Traffic and transport measurement,airp_pr,Airport pairs (routes),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,M,Monthly,PAS,Passenger,PAS_BRD,Passengers on board,NL_EHAM_ES_LEMG,AMSTERDAM/SCHIPHOL airport - MALAGA/COSTA DEL SOL airport,2018-10,,64512,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,M,Monthly,PAS,Passenger,PAS_BRD,Passengers on board,NL_EHAM_ES_LEMG,AMSTERDAM/SCHIPHOL airport - MALAGA/COSTA DEL SOL airport,2018-11,,39543,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,M,Monthly,PAS,Passenger,PAS_BRD,Passengers on board,NL_EHAM_ES_LEMG,AMSTERDAM/SCHIPHOL airport - MALAGA/COSTA DEL SOL airport,2018-12,,37302,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,M,Monthly,PAS,Passenger,PAS_BRD,Passengers on board,NL_EHAM_ES_LEPA,AMSTERDAM/SCHIPHOL airport - PALMA DE MALLORCA airport,2018-01,,3366,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,M,Monthly,PAS,Passenger,PAS_BRD,Passengers on board,NL_EHAM_ES_LEPA,AMSTERDAM/SCHIPHOL airport - PALMA DE MALLORCA airport,2018-02,,3232,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,M,Monthly,PAS,Passenger,PAS_BRD,Passengers on board,NL_EHAM_ES_LEPA,AMSTERDAM/SCHIPHOL airport - PALMA DE MALLORCA airport,2018-03,,6395,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,M,Monthly,PAS,Passenger,PAS_BRD,Passengers on board,NL_EHAM_ES_LEPA,AMSTERDAM/SCHIPHOL airport - PALMA DE MALLORCA airport,2018-04,,23444,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,M,Monthly,PAS,Passenger,PAS_BRD,Passengers on board,NL_EHAM_ES_LEPA,AMSTERDAM/SCHIPHOL airport - PALMA DE MALLORCA airport,2018-05,,43369,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,M,Monthly,PAS,Passenger,PAS_BRD,Passengers on board,NL_EHAM_ES_LEPA,AMSTERDAM/SCHIPHOL airport - PALMA DE MALLORCA airport,2018-06,,43193,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,M,Monthly,PAS,Passenger,PAS_BRD,Passengers on board,NL_EHAM_ES_LEPA,AMSTERDAM/SCHIPHOL airport - PALMA DE MALLORCA airport,2018-07,,53347,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,M,Monthly,PAS,Passenger,PAS_BRD,Passengers on board,NL_EHAM_ES_LEPA,AMSTERDAM/SCHIPHOL airport - PALMA DE MALLORCA airport,2018-08,,57963,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,M,Monthly,PAS,Passenger,PAS_BRD,Passengers on board,NL_EHAM_ES_LEPA,AMSTERDAM/SCHIPHOL airport - PALMA DE MALLORCA airport,2018-09,,44442,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,M,Monthly,PAS,Passenger,PAS_BRD,Passengers on board,NL_EHAM_ES_LEPA,AMSTERDAM/SCHIPHOL airport - PALMA DE MALLORCA airport,2018-10,,28396,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,M,Monthly,PAS,Passenger,PAS_BRD,Passengers on board,NL_EHAM_ES_LEPA,AMSTERDAM/SCHIPHOL airport - PALMA DE MALLORCA airport,2018-11,,4218,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,M,Monthly,PAS,Passenger,PAS_BRD,Passengers on board,NL_EHAM_ES_LEPA,AMSTERDAM/SCHIPHOL airport - PALMA DE MALLORCA airport,2018-12,,4139,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,M,Monthly,PAS,Passenger,PAS_BRD,Passengers on board,NL_EHAM_ES_LEVC,AMSTERDAM/SCHIPHOL airport - VALENCIA airport,2018-01,,22394,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,M,Monthly,PAS,Passenger,PAS_BRD,Passengers on board,NL_EHAM_ES_LEVC,AMSTERDAM/SCHIPHOL airport - VALENCIA airport,2018-02,,22073,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,M,Monthly,PAS,Passenger,PAS_BRD,Passengers on board,NL_EHAM_ES_LEVC,AMSTERDAM/SCHIPHOL airport - VALENCIA airport,2018-03,,28423,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,M,Monthly,PAS,Passenger,PAS_BRD,Passengers on board,NL_EHAM_ES_LEVC,AMSTERDAM/SCHIPHOL airport - VALENCIA airport,2018-04,,29066,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,M,Monthly,PAS,Passenger,PAS_BRD,Passengers on board,NL_EHAM_ES_LEVC,AMSTERDAM/SCHIPHOL airport - VALENCIA airport,2018-05,,34352,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,M,Monthly,PAS,Passenger,PAS_BRD,Passengers on board,NL_EHAM_ES_LEVC,AMSTERDAM/SCHIPHOL airport - VALENCIA airport,2018-06,,33784,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,M,Monthly,PAS,Passenger,PAS_BRD,Passengers on board,NL_EHAM_ES_LEVC,AMSTERDAM/SCHIPHOL airport - VALENCIA airport,2018-07,,37435,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,M,Monthly,PAS,Passenger,PAS_BRD,Passengers on board,NL_EHAM_ES_LEVC,AMSTERDAM/SCHIPHOL airport - VALENCIA airport,2018-08,,40221,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,M,Monthly,PAS,Passenger,PAS_BRD,Passengers on board,NL_EHAM_ES_LEVC,AMSTERDAM/SCHIPHOL airport - VALENCIA airport,2018-09,,36766,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,M,Monthly,PAS,Passenger,PAS_BRD,Passengers on board,NL_EHAM_ES_LEVC,AMSTERDAM/SCHIPHOL airport - VALENCIA airport,2018-10,,36950,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,M,Monthly,PAS,Passenger,PAS_BRD,Passengers on board,NL_EHAM_ES_LEVC,AMSTERDAM/SCHIPHOL airport - VALENCIA airport,2018-11,,27811,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,M,Monthly,PAS,Passenger,PAS_BRD,Passengers on board,NL_EHAM_ES_LEVC,AMSTERDAM/SCHIPHOL airport - VALENCIA airport,2018-12,,26254,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,M,Monthly,PAS,Passenger,PAS_BRD,Passengers on board,NL_EHAM_ES_LEZL,AMSTERDAM/SCHIPHOL airport - SEVILLA airport,2018-01,,9488,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,M,Monthly,PAS,Passenger,PAS_BRD,Passengers on board,NL_EHAM_ES_LEZL,AMSTERDAM/SCHIPHOL airport - SEVILLA airport,2018-02,,9374,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,M,Monthly,PAS,Passenger,PAS_BRD,Passengers on board,NL_EHAM_ES_LEZL,AMSTERDAM/SCHIPHOL airport - SEVILLA airport,2018-03,,13323,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,M,Monthly,PAS,Passenger,PAS_BRD,Passengers on board,NL_EHAM_ES_LEZL,AMSTERDAM/SCHIPHOL airport - SEVILLA airport,2018-04,,10617,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,M,Monthly,PAS,Passenger,PAS_BRD,Passengers on board,NL_EHAM_ES_LEZL,AMSTERDAM/SCHIPHOL airport - SEVILLA airport,2018-05,,13853,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,M,Monthly,PAS,Passenger,PAS_BRD,Passengers on board,NL_EHAM_ES_LEZL,AMSTERDAM/SCHIPHOL airport - SEVILLA airport,2018-06,,14059,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,M,Monthly,PAS,Passenger,PAS_BRD,Passengers on board,NL_EHAM_ES_LEZL,AMSTERDAM/SCHIPHOL airport - SEVILLA airport,2018-07,,8127,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,M,Monthly,PAS,Passenger,PAS_BRD,Passengers on board,NL_EHAM_ES_LEZL,AMSTERDAM/SCHIPHOL airport - SEVILLA airport,2018-08,,7688,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,M,Monthly,PAS,Passenger,PAS_BRD,Passengers on board,NL_EHAM_ES_LEZL,AMSTERDAM/SCHIPHOL airport - SEVILLA airport,2018-09,,14342,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,M,Monthly,PAS,Passenger,PAS_BRD,Passengers on board,NL_EHAM_ES_LEZL,AMSTERDAM/SCHIPHOL airport - SEVILLA airport,2018-10,,17722,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,M,Monthly,PAS,Passenger,PAS_BRD,Passengers on board,NL_EHAM_ES_LEZL,AMSTERDAM/SCHIPHOL airport - SEVILLA airport,2018-11,,12026,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,M,Monthly,PAS,Passenger,PAS_BRD,Passengers on board,NL_EHAM_ES_LEZL,AMSTERDAM/SCHIPHOL airport - SEVILLA airport,2018-12,,9363,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,M,Monthly,PAS,Passenger,PAS_BRD,Passengers on board,NL_EHAM_FI_EFHK,AMSTERDAM/SCHIPHOL airport - HELSINKI/VANTAA airport,2018-01,,53635,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,M,Monthly,PAS,Passenger,PAS_BRD,Passengers on board,NL_EHAM_FI_EFHK,AMSTERDAM/SCHIPHOL airport - HELSINKI/VANTAA airport,2018-02,,50685,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,M,Monthly,PAS,Passenger,PAS_BRD,Passengers on board,NL_EHAM_FI_EFHK,AMSTERDAM/SCHIPHOL airport - HELSINKI/VANTAA airport,2018-03,,60765,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,M,Monthly,PAS,Passenger,PAS_BRD,Passengers on board,NL_EHAM_FI_EFHK,AMSTERDAM/SCHIPHOL airport - HELSINKI/VANTAA airport,2018-04,,62103,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,M,Monthly,PAS,Passenger,PAS_BRD,Passengers on board,NL_EHAM_FI_EFHK,AMSTERDAM/SCHIPHOL airport - HELSINKI/VANTAA airport,2018-05,,62017,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,M,Monthly,PAS,Passenger,PAS_BRD,Passengers on board,NL_EHAM_FI_EFHK,AMSTERDAM/SCHIPHOL airport - HELSINKI/VANTAA airport,2018-06,,65444,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,M,Monthly,PAS,Passenger,PAS_BRD,Passengers on board,NL_EHAM_FI_EFHK,AMSTERDAM/SCHIPHOL airport - HELSINKI/VANTAA airport,2018-07,,60240,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,M,Monthly,PAS,Passenger,PAS_BRD,Passengers on board,NL_EHAM_FI_EFHK,AMSTERDAM/SCHIPHOL airport - HELSINKI/VANTAA airport,2018-08,,59293,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,M,Monthly,PAS,Passenger,PAS_BRD,Passengers on board,NL_EHAM_FI_EFHK,AMSTERDAM/SCHIPHOL airport - HELSINKI/VANTAA airport,2018-09,,57544,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,M,Monthly,PAS,Passenger,PAS_BRD,Passengers on board,NL_EHAM_FI_EFHK,AMSTERDAM/SCHIPHOL airport - HELSINKI/VANTAA airport,2018-10,,61530,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,M,Monthly,PAS,Passenger,PAS_BRD,Passengers on board,NL_EHAM_FI_EFHK,AMSTERDAM/SCHIPHOL airport - HELSINKI/VANTAA airport,2018-11,,56373,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,M,Monthly,PAS,Passenger,PAS_BRD,Passengers on board,NL_EHAM_FI_EFHK,AMSTERDAM/SCHIPHOL airport - HELSINKI/VANTAA airport,2018-12,,58385,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,M,Monthly,PAS,Passenger,PAS_BRD,Passengers on board,NL_EHAM_FR_LFBD,AMSTERDAM/SCHIPHOL airport - BORDEAUX-MERIGNAC airport,2018-01,,16916,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,M,Monthly,PAS,Passenger,PAS_BRD,Passengers on board,NL_EHAM_FR_LFBD,AMSTERDAM/SCHIPHOL airport - BORDEAUX-MERIGNAC airport,2018-02,,18124,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,M,Monthly,PAS,Passenger,PAS_BRD,Passengers on board,NL_EHAM_FR_LFBD,AMSTERDAM/SCHIPHOL airport - BORDEAUX-MERIGNAC airport,2018-03,,23002,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,M,Monthly,PAS,Passenger,PAS_BRD,Passengers on board,NL_EHAM_FR_LFBD,AMSTERDAM/SCHIPHOL airport - BORDEAUX-MERIGNAC airport,2018-04,,31611,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,M,Monthly,PAS,Passenger,PAS_BRD,Passengers on board,NL_EHAM_FR_LFBD,AMSTERDAM/SCHIPHOL airport - BORDEAUX-MERIGNAC airport,2018-05,,30995,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,M,Monthly,PAS,Passenger,PAS_BRD,Passengers on board,NL_EHAM_FR_LFBD,AMSTERDAM/SCHIPHOL airport - BORDEAUX-MERIGNAC airport,2018-06,,29482,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,M,Monthly,PAS,Passenger,PAS_BRD,Passengers on board,NL_EHAM_FR_LFBD,AMSTERDAM/SCHIPHOL airport - BORDEAUX-MERIGNAC airport,2018-07,,32336,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,M,Monthly,PAS,Passenger,PAS_BRD,Passengers on board,NL_EHAM_FR_LFBD,AMSTERDAM/SCHIPHOL airport - BORDEAUX-MERIGNAC airport,2018-08,,33263,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,M,Monthly,PAS,Passenger,PAS_BRD,Passengers on board,NL_EHAM_FR_LFBD,AMSTERDAM/SCHIPHOL airport - BORDEAUX-MERIGNAC airport,2018-09,,29325,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,M,Monthly,PAS,Passenger,PAS_BRD,Passengers on board,NL_EHAM_FR_LFBD,AMSTERDAM/SCHIPHOL airport - BORDEAUX-MERIGNAC airport,2018-10,,28995,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,M,Monthly,PAS,Passenger,PAS_BRD,Passengers on board,NL_EHAM_FR_LFBD,AMSTERDAM/SCHIPHOL airport - BORDEAUX-MERIGNAC airport,2018-11,,19181,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,M,Monthly,PAS,Passenger,PAS_BRD,Passengers on board,NL_EHAM_FR_LFBD,AMSTERDAM/SCHIPHOL airport - BORDEAUX-MERIGNAC airport,2018-12,,18016,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,M,Monthly,PAS,Passenger,PAS_BRD,Passengers on board,NL_EHAM_FR_LFBO,AMSTERDAM/SCHIPHOL airport - TOULOUSE/BLAGNAC airport,2018-01,,15239,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,M,Monthly,PAS,Passenger,PAS_BRD,Passengers on board,NL_EHAM_FR_LFBO,AMSTERDAM/SCHIPHOL airport - TOULOUSE/BLAGNAC airport,2018-02,,15241,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,M,Monthly,PAS,Passenger,PAS_BRD,Passengers on board,NL_EHAM_FR_LFBO,AMSTERDAM/SCHIPHOL airport - TOULOUSE/BLAGNAC airport,2018-03,,19673,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,M,Monthly,PAS,Passenger,PAS_BRD,Passengers on board,NL_EHAM_FR_LFBO,AMSTERDAM/SCHIPHOL airport - TOULOUSE/BLAGNAC airport,2018-04,,25348,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,M,Monthly,PAS,Passenger,PAS_BRD,Passengers on board,NL_EHAM_FR_LFBO,AMSTERDAM/SCHIPHOL airport - TOULOUSE/BLAGNAC airport,2018-05,,25978,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,M,Monthly,PAS,Passenger,PAS_BRD,Passengers on board,NL_EHAM_FR_LFBO,AMSTERDAM/SCHIPHOL airport - TOULOUSE/BLAGNAC airport,2018-06,,25495,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,M,Monthly,PAS,Passenger,PAS_BRD,Passengers on board,NL_EHAM_FR_LFBO,AMSTERDAM/SCHIPHOL airport - TOULOUSE/BLAGNAC airport,2018-07,,28396,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,M,Monthly,PAS,Passenger,PAS_BRD,Passengers on board,NL_EHAM_FR_LFBO,AMSTERDAM/SCHIPHOL airport - TOULOUSE/BLAGNAC airport,2018-08,,29693,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,M,Monthly,PAS,Passenger,PAS_BRD,Passengers on board,NL_EHAM_FR_LFBO,AMSTERDAM/SCHIPHOL airport - TOULOUSE/BLAGNAC airport,2018-09,,22833,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,M,Monthly,PAS,Passenger,PAS_BRD,Passengers on board,NL_EHAM_FR_LFBO,AMSTERDAM/SCHIPHOL airport - TOULOUSE/BLAGNAC airport,2018-10,,23943,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,M,Monthly,PAS,Passenger,PAS_BRD,Passengers on board,NL_EHAM_FR_LFBO,AMSTERDAM/SCHIPHOL airport - TOULOUSE/BLAGNAC airport,2018-11,,16415,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,M,Monthly,PAS,Passenger,PAS_BRD,Passengers on board,NL_EHAM_FR_LFBO,AMSTERDAM/SCHIPHOL airport - TOULOUSE/BLAGNAC airport,2018-12,,16622,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,M,Monthly,PAS,Passenger,PAS_BRD,Passengers on board,NL_EHAM_FR_LFLL,AMSTERDAM/SCHIPHOL airport - LYON SAINT-EXUPERY airport,2018-01,,24081,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,M,Monthly,PAS,Passenger,PAS_BRD,Passengers on board,NL_EHAM_FR_LFLL,AMSTERDAM/SCHIPHOL airport - LYON SAINT-EXUPERY airport,2018-02,,24706,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,M,Monthly,PAS,Passenger,PAS_BRD,Passengers on board,NL_EHAM_FR_LFLL,AMSTERDAM/SCHIPHOL airport - LYON SAINT-EXUPERY airport,2018-03,,29216,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,M,Monthly,PAS,Passenger,PAS_BRD,Passengers on board,NL_EHAM_FR_LFLL,AMSTERDAM/SCHIPHOL airport - LYON SAINT-EXUPERY airport,2018-04,,32678,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,M,Monthly,PAS,Passenger,PAS_BRD,Passengers on board,NL_EHAM_FR_LFLL,AMSTERDAM/SCHIPHOL airport - LYON SAINT-EXUPERY airport,2018-05,,30892,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,M,Monthly,PAS,Passenger,PAS_BRD,Passengers on board,NL_EHAM_FR_LFLL,AMSTERDAM/SCHIPHOL airport - LYON SAINT-EXUPERY airport,2018-06,,31166,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,M,Monthly,PAS,Passenger,PAS_BRD,Passengers on board,NL_EHAM_FR_LFLL,AMSTERDAM/SCHIPHOL airport - LYON SAINT-EXUPERY airport,2018-07,,31619,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,M,Monthly,PAS,Passenger,PAS_BRD,Passengers on board,NL_EHAM_FR_LFLL,AMSTERDAM/SCHIPHOL airport - LYON SAINT-EXUPERY airport,2018-08,,30363,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,M,Monthly,PAS,Passenger,PAS_BRD,Passengers on board,NL_EHAM_FR_LFLL,AMSTERDAM/SCHIPHOL airport - LYON SAINT-EXUPERY airport,2018-09,,28574,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,M,Monthly,PAS,Passenger,PAS_BRD,Passengers on board,NL_EHAM_FR_LFLL,AMSTERDAM/SCHIPHOL airport - LYON SAINT-EXUPERY airport,2018-10,,29725,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,M,Monthly,PAS,Passenger,PAS_BRD,Passengers on board,NL_EHAM_FR_LFLL,AMSTERDAM/SCHIPHOL airport - LYON SAINT-EXUPERY airport,2018-11,,23778,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,M,Monthly,PAS,Passenger,PAS_BRD,Passengers on board,NL_EHAM_FR_LFLL,AMSTERDAM/SCHIPHOL airport - LYON SAINT-EXUPERY airport,2018-12,,23307,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,M,Monthly,PAS,Passenger,PAS_BRD,Passengers on board,NL_EHAM_FR_LFML,AMSTERDAM/SCHIPHOL airport - MARSEILLE-PROVENCE airport,2018-01,,21252,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,M,Monthly,PAS,Passenger,PAS_BRD,Passengers on board,NL_EHAM_FR_LFML,AMSTERDAM/SCHIPHOL airport - MARSEILLE-PROVENCE airport,2018-02,,20551,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,M,Monthly,PAS,Passenger,PAS_BRD,Passengers on board,NL_EHAM_FR_LFML,AMSTERDAM/SCHIPHOL airport - MARSEILLE-PROVENCE airport,2018-03,,24632,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,M,Monthly,PAS,Passenger,PAS_BRD,Passengers on board,NL_EHAM_FR_LFML,AMSTERDAM/SCHIPHOL airport - MARSEILLE-PROVENCE airport,2018-04,,27974,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,M,Monthly,PAS,Passenger,PAS_BRD,Passengers on board,NL_EHAM_FR_LFML,AMSTERDAM/SCHIPHOL airport - MARSEILLE-PROVENCE airport,2018-05,,31953,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,M,Monthly,PAS,Passenger,PAS_BRD,Passengers on board,NL_EHAM_FR_LFML,AMSTERDAM/SCHIPHOL airport - MARSEILLE-PROVENCE airport,2018-06,,32142,,,,,
